Index;sexe;Tranche Age;enfant_conduite_accompagne;enfants;Tranche Revenu;formation;usage_vehicule;type_vehicule;points_perdus;age_vehicule;type_conduite;date_demande;formule;Tranche Tarifaire ;code postal
895;F;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;Masters;Private;Minivan;Faible;20.0;Highly Urban/ Urban;30/04/2022 07:11;dev_express;Basse;34560
896;F;Jeune : moins de 25 ans;Aucun;VRAI;[80K - 120K[;Masters;Commercial;Panel Truck;Faible;13.0;Highly Urban/ Urban;04/02/2022 16:10;dev_premium;Moyenne;92000
897;M;Senior : 65 ans et plus;Aucun;VRAI;[40K - 60K[;High School;Private;Sports Car;Moyen;9.0;Highly Rural/ Rural;20/01/2022 00:18;dev_integral;Moyenne;17200
898;F;Adulte : 25-64 ans;Aucun;FAUX;>120K;Masters;Private;Minivan;Faible;19.0;Highly Urban/ Urban;22/03/2022 00:59;dev_integral;Moyenne;71250
899;M;Senior : 65 ans et plus;Aucun;VRAI;[0 - 40K[;Bachelors;Private;Sports Car;Faible;13.0;Highly Urban/ Urban;31/05/2022 06:29;dev_premium;Moyenne;36140
900;M;Adulte : 25-64 ans;Aucun;FAUX;Non connu;High School;Commercial;Sports Car;Moyen;1.0;Highly Urban/ Urban;05/01/2022 05:06;dev_integral;Basse;72330
901;F;Adulte : 25-64 ans;Aucun;VRAI;[0 - 40K[;Bachelors;Private;Sports Car;Elevé;0.0;Highly Urban/ Urban;23/04/2022 05:49;dev_express;Basse;19410
902;F;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;Bachelors;Private;SUV;Faible;1.0;Highly Rural/ Rural;02/05/2022 13:16;dev_express;Basse;91150
903;F;Jeune : moins de 25 ans;Un;VRAI;[40K - 60K[;High School;Commercial;Minivan;Faible;10.0;Highly Urban/ Urban;11/04/2022 11:41;dev_integral;Basse;33440
904;M;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;High School;Private;SUV;Moyen;1.0;Highly Urban/ Urban;04/02/2022 15:17;dev_express;Basse;33290
905;F;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Private;Minivan;Faible;1.0;Highly Rural/ Rural;22/01/2022 15:31;dev_vip;Elevée;75020
906;M;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;Bachelors;Private;Minivan;Moyen;11.0;Highly Urban/ Urban;18/03/2022 16:21;dev_express;Basse;33510
907;F;Adulte : 25-64 ans;Aucun;VRAI;[0 - 40K[;High School;Private;Pickup;Faible;6.0;Highly Urban/ Urban;08/02/2022 16:14;dev_integral;Moyenne;61110
908;M;Jeune : moins de 25 ans;Plusieurs;VRAI;[0 - 40K[;High School;Commercial;SUV;Faible;8.0;Highly Rural/ Rural;21/02/2022 08:59;dev_express;Basse;34830
909;F;Jeune : moins de 25 ans;Aucun;FAUX;[80K - 120K[;Masters;Commercial;Van;Moyen;;Highly Urban/ Urban;13/01/2022 01:41;dev_integral;Moyenne;78120
910;F;Adulte : 25-64 ans;Un;VRAI;[60K - 80K[;Masters;Private;Pickup;Faible;11.0;Highly Urban/ Urban;20/05/2022 20:26;dev_express;Basse;8000
911;M;Senior : 65 ans et plus;Aucun;VRAI;[40K - 60K[;High School;Commercial;Pickup;Moyen;1.0;Highly Urban/ Urban;19/02/2022 12:40;dev_express;Basse;42170
912;F;Jeune : moins de 25 ans;Aucun;VRAI;[60K - 80K[;Bachelors;Commercial;Pickup;Faible;1.0;Highly Urban/ Urban;13/04/2022 06:07;dev_premium;Moyenne;93450
913;F;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;High School;Commercial;SUV;Faible;8.0;Highly Rural/ Rural;25/03/2022 10:32;dev_integral;Moyenne;89340
914;F;Jeune : moins de 25 ans;Aucun;FAUX;[80K - 120K[;Masters;Private;Sports Car;Faible;17.0;Highly Urban/ Urban;08/05/2022 03:44;dev_express;Basse;6110
915;M;Senior : 65 ans et plus;Aucun;VRAI;[0 - 40K[;High School;Commercial;SUV;Moyen;8.0;Highly Urban/ Urban;08/01/2022 09:26;dev_express;Basse;65100
916;F;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;High School;Commercial;Pickup;Moyen;1.0;Highly Rural/ Rural;20/02/2022 21:02;dev_integral;Basse;35131
917;F;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;Bachelors;Commercial;Sports Car;Faible;6.0;Highly Urban/ Urban;17/02/2022 13:28;dev_integral;Moyenne;8000
918;M;Adulte : 25-64 ans;Aucun;VRAI;[60K - 80K[;Bachelors;Private;Minivan;Faible;9.0;Highly Urban/ Urban;24/01/2022 09:56;dev_integral;Moyenne;66380
919;F;Senior : 65 ans et plus;Un;VRAI;[60K - 80K[;Bachelors;Private;Sports Car;Moyen;14.0;Highly Urban/ Urban;23/05/2022 04:04;dev_integral;Moyenne;18000
920;M;Senior : 65 ans et plus;Aucun;FAUX;[60K - 80K[;High School;Commercial;SUV;Faible;11.0;Highly Urban/ Urban;12/05/2022 14:06;dev_express;Basse;19200
921;M;Senior : 65 ans et plus;Un;VRAI;[60K - 80K[;Bachelors;Private;SUV;Faible;6.0;Highly Urban/ Urban;25/02/2022 05:46;dev_integral;Basse;77720
922;F;Adulte : 25-64 ans;Un;VRAI;[0 - 40K[;High School;Private;Minivan;Faible;;Highly Urban/ Urban;20/05/2022 20:57;dev_express;Basse;78340
923;F;Senior : 65 ans et plus;Aucun;VRAI;>120K;PhD;Commercial;Panel Truck;Faible;7.0;Highly Urban/ Urban;22/02/2022 03:31;dev_premium;Moyenne;6150
924;F;Jeune : moins de 25 ans;Un;VRAI;[0 - 40K[;High School;Private;Minivan;Faible;6.0;Highly Urban/ Urban;23/02/2022 09:01;dev_express;Basse;41240
925;M;Jeune : moins de 25 ans;Aucun;VRAI;[60K - 80K[;High School;Private;SUV;Faible;1.0;Highly Urban/ Urban;28/03/2022 01:18;dev_premium;Moyenne;3460
926;F;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Commercial;SUV;Faible;7.0;Highly Rural/ Rural;02/05/2022 08:14;dev_express;Basse;37150
927;F;Adulte : 25-64 ans;Aucun;VRAI;[0 - 40K[;High School;Private;Sports Car;Moyen;4.0;Highly Urban/ Urban;20/03/2022 06:02;dev_integral;Moyenne;41200
928;M;Jeune : moins de 25 ans;Aucun;VRAI;[0 - 40K[;High School;Commercial;SUV;Moyen;10.0;Highly Urban/ Urban;23/04/2022 18:46;dev_integral;Moyenne;87500
929;M;Senior : 65 ans et plus;Aucun;FAUX;[80K - 120K[;Bachelors;Commercial;Minivan;Elevé;7.0;Highly Urban/ Urban;11/04/2022 13:58;dev_express;Basse;72000
930;M;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;Masters;Commercial;Van;Faible;12.0;Highly Urban/ Urban;23/04/2022 16:15;dev_premium;Moyenne;25200
931;M;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Commercial;Panel Truck;Faible;1.0;Highly Rural/ Rural;13/04/2022 06:30;dev_express;Basse;72100
932;M;Jeune : moins de 25 ans;Aucun;FAUX;[60K - 80K[;Bachelors;Commercial;Pickup;Moyen;10.0;Highly Rural/ Rural;26/03/2022 17:10;dev_integral;Basse;85270
933;F;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;Bachelors;Commercial;Panel Truck;Faible;6.0;Highly Urban/ Urban;28/02/2022 13:20;dev_integral;Basse;75016
934;F;Senior : 65 ans et plus;Aucun;FAUX;>120K;PhD;Private;Minivan;Faible;;Highly Urban/ Urban;18/03/2022 02:48;dev_integral;Moyenne;10440
935;M;Adulte : 25-64 ans;Un;VRAI;[80K - 120K[;Bachelors;Commercial;Minivan;Moyen;1.0;Highly Urban/ Urban;17/02/2022 04:34;dev_express;Basse;3410
936;M;Senior : 65 ans et plus;Aucun;FAUX;[40K - 60K[;Bachelors;Commercial;Minivan;Moyen;10.0;Highly Urban/ Urban;23/02/2022 14:57;dev_premium;Moyenne;65220
937;F;Senior : 65 ans et plus;Aucun;FAUX;[60K - 80K[;Masters;Private;Minivan;Faible;;Highly Urban/ Urban;23/01/2022 05:09;dev_integral;Basse;49410
938;M;Jeune : moins de 25 ans;Aucun;VRAI;[0 - 40K[;High School;Private;Minivan;Faible;;Highly Urban/ Urban;03/05/2022 10:57;dev_integral;Basse;35760
939;M;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;High School;Private;Van;Faible;12.0;Highly Urban/ Urban;17/01/2022 12:09;dev_premium;Moyenne;69490
940;M;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;High School;Commercial;SUV;Faible;1.0;Highly Urban/ Urban;17/05/2022 21:52;dev_integral;Moyenne;63430
941;F;Jeune : moins de 25 ans;Plusieurs;VRAI;[80K - 120K[;Bachelors;Commercial;Panel Truck;Moyen;1.0;Highly Urban/ Urban;08/02/2022 17:21;dev_premium;Moyenne;69410
942;M;Adulte : 25-64 ans;Aucun;VRAI;[0 - 40K[;Bachelors;Private;SUV;Faible;8.0;Highly Urban/ Urban;06/01/2022 07:34;dev_express;Basse;55100
943;F;Adulte : 25-64 ans;Aucun;FAUX;>120K;Masters;Commercial;Pickup;Faible;;Highly Urban/ Urban;18/03/2022 04:48;dev_express;Basse;61310
944;F;Senior : 65 ans et plus;Aucun;FAUX;[40K - 60K[;Bachelors;Private;Sports Car;Moyen;8.0;Highly Urban/ Urban;20/04/2022 00:32;dev_express;Basse;86550
945;F;Jeune : moins de 25 ans;Aucun;FAUX;[60K - 80K[;Masters;Private;SUV;Moyen;16.0;Highly Urban/ Urban;05/01/2022 23:57;dev_integral;Moyenne;86320
946;F;Jeune : moins de 25 ans;Aucun;VRAI;Non connu;High School;Private;Minivan;Faible;8.0;Highly Urban/ Urban;07/03/2022 13:17;dev_express;Basse;64800
947;M;Adulte : 25-64 ans;Aucun;FAUX;[60K - 80K[;Bachelors;Private;Minivan;Faible;10.0;Highly Urban/ Urban;08/04/2022 06:36;dev_premium;Moyenne;92700
948;F;Senior : 65 ans et plus;Aucun;FAUX;>120K;Masters;Commercial;Panel Truck;Moyen;13.0;Highly Urban/ Urban;13/01/2022 13:58;dev_integral;Moyenne;67380
949;M;Adulte : 25-64 ans;Aucun;FAUX;>120K;Masters;Private;Minivan;Faible;19.0;Highly Urban/ Urban;22/01/2022 04:31;dev_integral;Basse;29640
950;M;Senior : 65 ans et plus;Plusieurs;VRAI;>120K;Bachelors;Private;SUV;Faible;11.0;Highly Urban/ Urban;13/05/2022 07:42;dev_premium;Moyenne;24650
951;F;Senior : 65 ans et plus;Un;VRAI;[0 - 40K[;Masters;Private;SUV;Moyen;19.0;Highly Urban/ Urban;01/03/2022 00:11;dev_express;Basse;5110
952;M;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Private;Sports Car;Moyen;5.0;Highly Rural/ Rural;17/05/2022 00:52;dev_integral;Moyenne;58110
953;M;Senior : 65 ans et plus;Aucun;FAUX;>120K;PhD;Private;Minivan;Moyen;19.0;Highly Urban/ Urban;27/02/2022 06:06;dev_integral;Moyenne;52290
954;M;Jeune : moins de 25 ans;Aucun;VRAI;[0 - 40K[;High School;Private;SUV;Moyen;8.0;Highly Urban/ Urban;14/01/2022 18:08;dev_express;Basse;50000
955;M;Adulte : 25-64 ans;Plusieurs;VRAI;[0 - 40K[;Bachelors;Private;SUV;Moyen;11.0;Highly Rural/ Rural;12/04/2022 03:39;dev_vip;Moyenne;41350
956;F;Adulte : 25-64 ans;Aucun;FAUX;Non connu;Bachelors;Private;SUV;Faible;12.0;Highly Urban/ Urban;03/04/2022 21:09;dev_integral;Moyenne;52400
957;M;Senior : 65 ans et plus;Un;VRAI;[0 - 40K[;High School;Commercial;Pickup;Faible;7.0;Highly Urban/ Urban;15/02/2022 06:50;dev_premium;Moyenne;47300
958;F;Adulte : 25-64 ans;Aucun;FAUX;[60K - 80K[;PhD;Commercial;Panel Truck;Faible;15.0;Highly Urban/ Urban;21/04/2022 08:04;dev_express;Basse;48190
959;M;Jeune : moins de 25 ans;Aucun;VRAI;[0 - 40K[;High School;Private;Sports Car;Faible;1.0;Highly Rural/ Rural;13/04/2022 17:06;dev_premium;Moyenne;30190
960;M;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;Bachelors;Commercial;Minivan;Moyen;8.0;Highly Urban/ Urban;11/02/2022 09:08;dev_premium;Moyenne;64800
961;F;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;High School;Commercial;Pickup;Moyen;1.0;Highly Urban/ Urban;13/02/2022 07:43;dev_premium;Moyenne;38080
962;M;Senior : 65 ans et plus;Aucun;FAUX;[80K - 120K[;PhD;Private;SUV;Faible;15.0;Highly Urban/ Urban;16/05/2022 04:25;dev_premium;Moyenne;12630
963;F;Adulte : 25-64 ans;Plusieurs;VRAI;>120K;Masters;Private;Minivan;Faible;20.0;Highly Urban/ Urban;18/03/2022 14:59;dev_integral;Moyenne;61000
964;F;Senior : 65 ans et plus;Aucun;FAUX;[60K - 80K[;High School;Private;Minivan;Moyen;;Highly Urban/ Urban;18/01/2022 16:49;dev_express;Basse;71230
965;F;Jeune : moins de 25 ans;Aucun;FAUX;>120K;PhD;Commercial;Panel Truck;Faible;12.0;Highly Urban/ Urban;23/05/2022 10:42;dev_express;Basse;92000
966;M;Senior : 65 ans et plus;Aucun;FAUX;>120K;PhD;Private;SUV;Faible;16.0;Highly Urban/ Urban;16/03/2022 01:51;dev_express;Basse;44490
967;M;Jeune : moins de 25 ans;Aucun;FAUX;>120K;PhD;Private;Sports Car;Faible;;Highly Urban/ Urban;04/04/2022 23:29;dev_integral;Moyenne;88400
968;M;Adulte : 25-64 ans;Aucun;VRAI;[0 - 40K[;High School;Private;Sports Car;Faible;1.0;Highly Urban/ Urban;31/03/2022 19:33;dev_integral;Basse;7300
969;F;Adulte : 25-64 ans;Aucun;FAUX;[60K - 80K[;Masters;Private;Minivan;Faible;22.0;Highly Urban/ Urban;28/02/2022 17:00;dev_express;Basse;13380
970;M;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;High School;Private;Minivan;Faible;1.0;Highly Rural/ Rural;16/04/2022 11:32;dev_premium;Moyenne;39380
971;F;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;Masters;Private;SUV;Moyen;15.0;Highly Urban/ Urban;12/02/2022 15:16;dev_premium;Moyenne;71480
972;M;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;Bachelors;Private;SUV;Faible;13.0;Highly Rural/ Rural;29/01/2022 14:32;dev_express;Basse;80140
973;F;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Private;SUV;Faible;1.0;Highly Urban/ Urban;30/04/2022 23:46;dev_express;Basse;31620
974;F;Senior : 65 ans et plus;Aucun;FAUX;[80K - 120K[;Masters;Commercial;Van;Faible;18.0;Highly Urban/ Urban;25/02/2022 17:52;dev_integral;Moyenne;82340
975;M;Jeune : moins de 25 ans;Aucun;VRAI;[0 - 40K[;High School;Private;Pickup;Moyen;1.0;Highly Urban/ Urban;30/04/2022 20:11;dev_express;Basse;9100
976;F;Senior : 65 ans et plus;Aucun;FAUX;[80K - 120K[;Masters;Private;Minivan;Moyen;17.0;Highly Urban/ Urban;25/02/2022 11:45;dev_express;Basse;76600
977;F;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Private;Minivan;Faible;1.0;Highly Rural/ Rural;06/05/2022 12:51;dev_integral;Moyenne;62164
978;F;Adulte : 25-64 ans;Plusieurs;VRAI;[0 - 40K[;High School;Private;Pickup;Moyen;1.0;Highly Urban/ Urban;16/03/2022 23:26;dev_integral;Moyenne;71640
979;F;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Private;Minivan;Faible;7.0;Highly Urban/ Urban;06/04/2022 16:10;dev_integral;Moyenne;22960
980;F;Adulte : 25-64 ans;Aucun;FAUX;[60K - 80K[;Bachelors;Private;Minivan;Moyen;13.0;Highly Urban/ Urban;06/03/2022 01:34;dev_integral;Moyenne;17340
981;M;Senior : 65 ans et plus;Aucun;FAUX;>120K;PhD;Private;Minivan;Faible;16.0;Highly Urban/ Urban;04/03/2022 02:26;dev_express;Basse;38770
982;F;Senior : 65 ans et plus;Aucun;FAUX;[60K - 80K[;Bachelors;Private;Sports Car;Faible;10.0;Highly Urban/ Urban;06/05/2022 07:53;dev_express;Basse;47200
983;F;Jeune : moins de 25 ans;Aucun;VRAI;[60K - 80K[;Masters;Private;Pickup;Moyen;21.0;Highly Urban/ Urban;01/02/2022 02:51;dev_integral;Moyenne;16600
984;M;Adulte : 25-64 ans;Aucun;VRAI;[80K - 120K[;PhD;Commercial;Panel Truck;Faible;23.0;Highly Urban/ Urban;16/03/2022 12:50;dev_express;Basse;9100
985;F;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;High School;Commercial;Panel Truck;Moyen;8.0;Highly Urban/ Urban;13/03/2022 03:20;dev_premium;Moyenne;62232
986;M;Jeune : moins de 25 ans;Aucun;FAUX;[60K - 80K[;High School;Commercial;Pickup;Faible;1.0;Highly Urban/ Urban;16/04/2022 09:07;dev_integral;Moyenne;3200
987;M;Adulte : 25-64 ans;Aucun;FAUX;[60K - 80K[;Bachelors;Commercial;Panel Truck;Moyen;1.0;Highly Urban/ Urban;05/03/2022 10:49;dev_express;Basse;7160
988;M;Adulte : 25-64 ans;Aucun;FAUX;>120K;Masters;Private;Minivan;Moyen;17.0;Highly Urban/ Urban;19/03/2022 05:51;dev_express;Basse;10160
989;F;Adulte : 25-64 ans;Aucun;VRAI;[0 - 40K[;High School;Commercial;Pickup;Faible;1.0;Highly Rural/ Rural;01/05/2022 13:37;dev_premium;Moyenne;22000
990;M;Jeune : moins de 25 ans;Aucun;FAUX;[0 - 40K[;Bachelors;Commercial;Sports Car;Moyen;9.0;Highly Urban/ Urban;19/01/2022 12:58;dev_integral;Moyenne;1480
991;F;Jeune : moins de 25 ans;Aucun;FAUX;[0 - 40K[;High School;Private;Pickup;Moyen;11.0;Highly Urban/ Urban;23/01/2022 02:06;dev_integral;Basse;5100
992;F;Adulte : 25-64 ans;Aucun;FAUX;Non connu;High School;Private;Minivan;Faible;1.0;Highly Urban/ Urban;15/03/2022 01:06;dev_integral;Basse;27310
993;F;Jeune : moins de 25 ans;Aucun;FAUX;[40K - 60K[;High School;Commercial;Sports Car;Faible;1.0;Highly Urban/ Urban;14/01/2022 13:28;dev_integral;Moyenne;30000
994;M;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;High School;Private;Sports Car;Moyen;1.0;Highly Urban/ Urban;22/01/2022 06:26;dev_express;Basse;68200
995;F;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;Bachelors;Private;Sports Car;Faible;15.0;Highly Urban/ Urban;03/03/2022 16:50;dev_integral;Basse;40480
996;M;Adulte : 25-64 ans;Aucun;VRAI;Non connu;High School;Private;SUV;Faible;8.0;Highly Rural/ Rural;01/04/2022 06:27;dev_integral;Moyenne;15000
997;M;Senior : 65 ans et plus;Aucun;FAUX;[60K - 80K[;Masters;Commercial;Van;Moyen;1.0;Highly Urban/ Urban;06/04/2022 11:25;dev_integral;Moyenne;77510
998;M;Senior : 65 ans et plus;Aucun;FAUX;>120K;Masters;Commercial;Pickup;Faible;16.0;Highly Urban/ Urban;16/05/2022 07:44;dev_express;Basse;9100
999;M;Jeune : moins de 25 ans;Aucun;FAUX;[40K - 60K[;High School;Private;SUV;Faible;11.0;Highly Urban/ Urban;15/02/2022 05:03;dev_express;Basse;21250
1000;F;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;High School;Private;SUV;Moyen;4.0;Highly Rural/ Rural;16/02/2022 20:38;dev_integral;Moyenne;20290
1001;F;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;High School;Private;SUV;Moyen;6.0;Highly Urban/ Urban;14/03/2022 19:17;dev_express;Basse;87430
1002;F;Senior : 65 ans et plus;Aucun;FAUX;Non connu;High School;Private;SUV;Faible;5.0;Highly Rural/ Rural;22/04/2022 23:48;dev_integral;Moyenne;87200
1003;M;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;Bachelors;Private;Minivan;Moyen;14.0;Highly Urban/ Urban;31/05/2022 09:26;dev_integral;Moyenne;12300
1004;F;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Private;SUV;Faible;;Highly Urban/ Urban;25/02/2022 10:22;dev_integral;Moyenne;58420
1005;F;Jeune : moins de 25 ans;Aucun;FAUX;[0 - 40K[;High School;Private;Minivan;Faible;4.0;Highly Urban/ Urban;12/03/2022 18:17;dev_express;Basse;95310
1006;M;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Private;SUV;Faible;1.0;Highly Rural/ Rural;25/05/2022 17:39;dev_express;Basse;9100
1007;F;Adulte : 25-64 ans;Aucun;VRAI;[0 - 40K[;High School;Private;SUV;Moyen;1.0;Highly Urban/ Urban;11/02/2022 11:55;dev_express;Basse;34170
1008;M;Adulte : 25-64 ans;Un;VRAI;[40K - 60K[;Masters;Commercial;Panel Truck;Faible;12.0;Highly Urban/ Urban;09/02/2022 03:38;dev_express;Basse;55250
1009;F;Adulte : 25-64 ans;Aucun;VRAI;[0 - 40K[;Masters;Private;SUV;Faible;12.0;Highly Urban/ Urban;23/04/2022 08:07;dev_integral;Basse;18250
1010;F;Adulte : 25-64 ans;Aucun;FAUX;[60K - 80K[;Bachelors;Private;SUV;Moyen;10.0;Highly Urban/ Urban;06/03/2022 05:04;dev_integral;Moyenne;80480
1011;M;Adulte : 25-64 ans;Aucun;VRAI;[40K - 60K[;High School;Private;SUV;Moyen;1.0;Highly Urban/ Urban;18/03/2022 00:31;dev_express;Basse;80100
1012;F;Senior : 65 ans et plus;Aucun;VRAI;[0 - 40K[;Bachelors;Private;Pickup;Elevé;1.0;Highly Urban/ Urban;29/03/2022 15:07;dev_express;Basse;3100
1013;M;Jeune : moins de 25 ans;Aucun;FAUX;[0 - 40K[;High School;Commercial;Pickup;Faible;1.0;Highly Rural/ Rural;30/03/2022 05:03;dev_express;Basse;31460
1014;M;Senior : 65 ans et plus;Aucun;VRAI;>120K;High School;Private;Minivan;Faible;1.0;Highly Urban/ Urban;18/05/2022 15:04;dev_express;Basse;21000
1015;M;Adulte : 25-64 ans;Plusieurs;VRAI;[60K - 80K[;Bachelors;Private;Minivan;Moyen;9.0;Highly Urban/ Urban;01/05/2022 13:54;dev_integral;Basse;64100
1016;M;Senior : 65 ans et plus;Aucun;FAUX;[80K - 120K[;Masters;Private;Minivan;Faible;18.0;Highly Rural/ Rural;04/03/2022 08:26;dev_express;Basse;55210
1017;M;Adulte : 25-64 ans;Plusieurs;VRAI;[80K - 120K[;Masters;Private;Minivan;Faible;14.0;Highly Urban/ Urban;12/03/2022 22:34;dev_premium;Moyenne;83210
1018;M;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Commercial;Minivan;Moyen;10.0;Highly Urban/ Urban;14/03/2022 18:09;dev_express;Basse;25240
1019;F;Jeune : moins de 25 ans;Aucun;FAUX;[40K - 60K[;Masters;Private;Minivan;Moyen;18.0;Highly Urban/ Urban;29/01/2022 04:45;dev_premium;Moyenne;79100
1020;F;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;High School;Private;Sports Car;Moyen;7.0;Highly Rural/ Rural;09/05/2022 20:08;dev_premium;Moyenne;57810
1021;F;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;Masters;Private;Sports Car;Faible;18.0;Highly Urban/ Urban;15/01/2022 15:51;dev_premium;Moyenne;89320
1022;M;Jeune : moins de 25 ans;Aucun;FAUX;[0 - 40K[;High School;Private;Minivan;Faible;1.0;Highly Rural/ Rural;11/05/2022 19:20;dev_express;Basse;69480
1023;M;Adulte : 25-64 ans;Aucun;VRAI;[80K - 120K[;Masters;Private;SUV;Faible;;Highly Urban/ Urban;22/05/2022 23:11;dev_integral;Moyenne;62300
1024;M;Adulte : 25-64 ans;Aucun;VRAI;[40K - 60K[;Masters;Private;Sports Car;Faible;15.0;Highly Urban/ Urban;16/03/2022 05:57;dev_premium;Moyenne;59400
1025;F;Senior : 65 ans et plus;Aucun;FAUX;[80K - 120K[;Bachelors;Private;SUV;Moyen;15.0;Highly Urban/ Urban;10/02/2022 06:27;dev_express;Basse;91670
1026;F;Adulte : 25-64 ans;Aucun;VRAI;[0 - 40K[;High School;Private;SUV;Moyen;6.0;Highly Urban/ Urban;30/05/2022 19:20;dev_express;Basse;86600
1027;M;Jeune : moins de 25 ans;Aucun;FAUX;[0 - 40K[;Bachelors;Commercial;SUV;Faible;11.0;Highly Urban/ Urban;10/01/2022 18:50;dev_integral;Moyenne;19000
1028;M;Adulte : 25-64 ans;Un;VRAI;[0 - 40K[;High School;Private;SUV;Moyen;6.0;Highly Urban/ Urban;21/05/2022 14:48;dev_integral;Basse;4190
1029;M;Adulte : 25-64 ans;Aucun;FAUX;>120K;Bachelors;Private;Van;Moyen;1.0;Highly Urban/ Urban;09/04/2022 07:59;dev_express;Basse;92140
1030;F;Adulte : 25-64 ans;Aucun;VRAI;[40K - 60K[;High School;Commercial;Pickup;Moyen;11.0;Highly Urban/ Urban;13/02/2022 15:50;dev_vip;Elevée;79160
1031;M;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Private;SUV;Moyen;6.0;Highly Rural/ Rural;25/02/2022 01:50;dev_integral;Basse;86180
1032;F;Senior : 65 ans et plus;Plusieurs;VRAI;[60K - 80K[;Bachelors;Private;Minivan;Moyen;12.0;Highly Urban/ Urban;02/01/2022 16:50;dev_integral;Moyenne;7600
1033;M;Adulte : 25-64 ans;Aucun;VRAI;[60K - 80K[;Bachelors;Private;Sports Car;Faible;;Highly Urban/ Urban;02/04/2022 01:41;dev_express;Basse;88190
1034;M;Adulte : 25-64 ans;Aucun;VRAI;Non connu;High School;Private;Pickup;Moyen;1.0;Highly Rural/ Rural;03/05/2022 20:04;dev_premium;Moyenne;1360
1035;M;Adulte : 25-64 ans;Aucun;FAUX;Non connu;PhD;Private;Van;Faible;14.0;Highly Urban/ Urban;25/04/2022 17:47;dev_express;Basse;36000
1036;F;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;Masters;Private;Pickup;Moyen;16.0;Highly Rural/ Rural;08/03/2022 01:20;dev_integral;Moyenne;87230
1037;F;Adulte : 25-64 ans;Aucun;VRAI;[0 - 40K[;Bachelors;Commercial;Minivan;Moyen;;Highly Urban/ Urban;31/05/2022 07:38;dev_integral;Moyenne;73230
1038;M;Adulte : 25-64 ans;Aucun;VRAI;Non connu;Bachelors;Commercial;Pickup;Faible;8.0;Highly Rural/ Rural;21/01/2022 17:55;dev_integral;Basse;32600
1039;M;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;High School;Private;SUV;Faible;1.0;Highly Urban/ Urban;27/04/2022 00:55;dev_integral;Moyenne;45370
1040;F;Adulte : 25-64 ans;Aucun;VRAI;[0 - 40K[;High School;Private;Minivan;Faible;1.0;Highly Urban/ Urban;25/04/2022 21:28;dev_integral;Basse;66210
1041;M;Senior : 65 ans et plus;Aucun;VRAI;>120K;Masters;Private;SUV;Faible;15.0;Highly Urban/ Urban;05/03/2022 04:31;dev_integral;Basse;28210
1042;F;Jeune : moins de 25 ans;Aucun;FAUX;[0 - 40K[;High School;Private;SUV;Faible;1.0;Highly Urban/ Urban;21/01/2022 20:31;dev_integral;Basse;10000
1043;M;Adulte : 25-64 ans;Aucun;FAUX;[60K - 80K[;Masters;Commercial;Panel Truck;Moyen;15.0;Highly Urban/ Urban;25/04/2022 02:27;dev_integral;Moyenne;63720
